Animal_Id;animal_type;animal_breed;Kennel_Number;Kennel_Status;Tag_Type;Activity_Number;Activity_Sequence;Source_Id;Census_Tract;Council_District;intake_type;Intake_Subtype;Reason;Staff_Id;intake_date;intake_time;Due_Out;intake_condition;Hold_Request;Outcome_Type;Outcome_Date;Outcome_Time;Receipt_Number;Impound_Number;Service_Request_Number;Outcome_Condition;chip_status;Animal_Origin;Additional_Information;animal_stay_days;Month;Year;;;;;;;;;;;;;;;;
A1068333;OFFSET_2;CHIHUAHUA;SH;LFSD;10;IMPOUNDED;1;P0606194;11500;7;STRAY;AT;LARGE;OTHRINTAKS;AH;5/20/2019;00:00;12:34:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461958;SCAN;NO;CHIP;OVER;THE;COUNTER;2;FY2017;NEXT_FY;;;;;;;;;;;
A1068392;OFFSET_2;PIT;BULL;LFD;101;IMPOUNDED;A19-174064;1;P9991757;6700;3;STRAY;CONFINED;OTHRINTAKS;DT1757;5/20/2019;00:00;18:12:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-462027;SCAN;NO;CHIP;FIELD;2;FY2017;NEXT_FY;;;;;;;;;;;;;
A1068332;OFFSET_2;LABRADOR;RETR;LFD;127;IMPOUNDED;1;P0884593;11601;8;STRAY;AT;LARGE;OTHRINTAKS;BW;5/20/2019;00:00;11:59:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461959;SCAN;NO;CHIP;OVER;THE;COUNTER;2;FY2017;NEXT_FY;;;;;;;;;;;
A1068400;OFFSET_2;CHIHUAHUA;SH;LFD;110;IMPOUNDED;A19-174107;1;P9991740;STRAY;AT;LARGE;OTHRINTAKS;WH1740;5/20/2019;00:00;19:15:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-462036;SCAN;NO;CHIP;FIELD;2;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1068350;OFFSET_2;PIT;BULL;PCD;3;IMPOUNDED;A19-174020;1;P9991195;31712;12;STRAY;AT;LARGE;OTHRINTAKS;JO1195;5/20/2019;00:00;13:58:00;5/26/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-461981;SCAN;NO;CHIP;FIELD;2;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1068298;OFFSET_2;CHIHUAHUA;SH;LFSD;11;IMPOUNDED;A19-173903;1;P9991715;10602;6;STRAY;AT;LARGE;OTHER;DB1715;5/20/2019;00:00;08:42:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;ADOPTION;00:00:00;R19-548059;K19-461902;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;SCAN;NO;CHIP;SWEEP;ADOPT;PEND;SX;2;FY2017;NEXT_FY;;;;;
A1068351;OFFSET_2;PIT;BULL;PCD;3;IMPOUNDED;A19-174020;1;P9991195;31712;12;STRAY;AT;LARGE;OTHRINTAKS;JO1195;5/20/2019;00:00;13:58:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;HOLD;NOTIFY;OTHER;00:00:00;K19-461982;SCAN;NO;CHIP;FIELD;2;FY2017;NEXT_FY;;;;;;;;;;;;
A1020598;OFFSET_2;GERM;SHEPHERD;LFD;105;IMPOUNDED;A19-174037;1;P9991761;3902;7;STRAY;AT;LARGE;OTHRINTAKS;DA1761;5/20/2019;00:00;13:38:00;5/26/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;HOLD;NOTIFY;OTHER;00:00:00;K19-461978;SCAN;CHIP;FIELD;2;FY2017;NEXT_FY;;;;;;;;;;;;;
A1068367;OFFSET_2;LABRADOR;RETR;LFSD;14;UNAVAILABLE;1;P0884627;7811;10;STRAY;AT;LARGE;OTHRINTAKS;IF;5/20/2019;00:00;15:25:00;5/20/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;ADOPTION;00:00:00;R19-548039;K19-462002;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;SCAN;NO;CHIP;OVER;THE;COUNTER;PRE;ADOPTED;2;FY2017;NEXT_FY;;;;;
A1068401;OFFSET_2;LABRADOR;RETR;LFSD;19;IMPOUNDED;A19-174076;1;P9991701;11800;5;STRAY;AT;LARGE;OTHER;MM1701;5/20/2019;00:00;19:25:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-462037;SCAN;NO;CHIP;FIELD;2;FY2017;NEXT_FY;;;;;;;;;;;;
A1068385;OFFSET_2;ALASKAN;HUSKY;LFD;102;IMPOUNDED;A19-174086;1;P9991761;6502;1;STRAY;AT;LARGE;OTHRINTAKS;DA1761;5/20/2019;00:00;17:17:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-462019;UNABLE;TO;SCAN;FIELD;2;FY2017;NEXT_FY;;;;;;;;;;;;
A1068327;OFFSET_2;LABRADOR;RETR;CC;2;IMPOUNDED;1;P0884593;11601;8;STRAY;AT;LARGE;OTHRINTAKS;BW;5/20/2019;00:00;11:59:00;5/22/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;ADOPTION;00:00:00;R19-548092;K19-461952;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;SCAN;NO;CHIP;OVER;THE;COUNTER;PRE-ADOPTION;2;FY2017;NEXT_FY;;;;;;
A1068334;OFFSET_2;CHIHUAHUA;SH;LFSD;10;IMPOUNDED;1;P0606194;11500;7;STRAY;AT;LARGE;OTHRINTAKS;AH;5/20/2019;00:00;12:34:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461960;SCAN;NO;CHIP;OVER;THE;COUNTER;2;FY2017;NEXT_FY;;;;;;;;;;;
A1068343;OFFSET_2;LABRADOR;RETR;LFD;113;IMPOUNDED;1;P0768671;1502;2;STRAY;AT;LARGE;OTHRINTAKS;AH;5/20/2019;00:00;13:12:00;5/22/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461970;SCAN;NO;CHIP;OVER;THE;COUNTER;LFD113;-;DC7;2;FY2017;NEXT_FY;;;;;;;;
A1068339;OFFSET_2;PIT;BULL;LFSD;8;IMPOUNDED;A19-174029;1;P9991761;4000;7;STRAY;AT;LARGE;OTHRINTAKS;DA1761;5/20/2019;00:00;13:02:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461967;SCAN;NO;CHIP;FIELD;2;FY2017;NEXT_FY;;;;;;;;;;;;
A1068311;OFFSET_2;CAIRN;TERRIER;LFD;165;IMPOUNDED;A19-173974;1;P0884571;11401;8;STRAY;AT;LARGE;OTHER;SC1704;5/20/2019;00:00;11:19:00;5/26/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;HOLD;NOTIFY;TRANSFER;00:00:00;K19-461933;SCAN;CHIP;SWEEP;ADOPT;PENDING;2;FY2017;NEXT_FY;;;;;;;;;;;
A1036225;OFFSET_2;SHIH;TZU;LFD;82;IMPOUNDED;A19-173997;1;P9991715;11601;8;STRAY;AT;LARGE;OTHER;RM1702;5/20/2019;00:00;14:05:00;5/26/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;HOLD;NOTIFY;TRANSFER;00:00:00;K19-461985;SCAN;CHIP;SWEEP;ADOPT;PENDING;2;FY2017;NEXT_FY;;;;;;;;;;;
A1068349;OFFSET_2;PIT;BULL;LFD;92;IMPOUNDED;A19-174020;1;P9991195;31712;12;STRAY;AT;LARGE;OTHRINTAKS;JO1195;5/20/2019;00:00;13:58:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-461980;SCAN;NO;CHIP;FIELD;2;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1068340;OFFSET_2;CHIHUAHUA;SH;LFSD;17;IMPOUNDED;1;P0867568;3901;7;STRAY;AT;LARGE;OTHRINTAKS;AH;5/20/2019;00:00;12:58:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461966;SCAN;NO;CHIP;OVER;THE;COUNTER;2;FY2017;NEXT_FY;;;;;;;;;;;
A1068305;OFFSET_2;MALTESE;IC;23;IMPOUNDED;A19-173949;1;P0884564;9101;5;STRAY;CONFINED;OTHRINTAKS;AR1758;5/20/2019;00:00;10:35:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOPTION;OTHER;00:00:00;K19-461922;SCAN;NO;CHIP;FIELD;2;FY2017;NEXT_FY;;;;;;;;;;;;;;;
A1068316;OFFSET_2;BEAGLE;LFD;168;IMPOUNDED;A19-173984;1;P9991715;11401;8;STRAY;AT;LARGE;OTHER;AS1579;5/20/2019;00:00;11:36:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461938;SCAN;NO;CHIP;SWEEP;2;FY2017;NEXT_FY;;;;;;;;;;;;;
A1068301;OFFSET_2;GERM;SHEPHERD;HOME;IMPOUNDED;A19-173969;1;P9991753;11401;8;STRAY;AT;LARGE;OTHRINTAKS;JS1753;5/20/2019;00:00;09:14:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;TRANSFER;00:00:00;K19-461908;SCAN;NO;CHIP;FIELD;ADOPT;PENDING;2;FY2017;NEXT_FY;;;;;;;;;;;
A1068315;OFFSET_2;CHIHUAHUA;SH;IC;17;IMPOUNDED;A19-173979;1;P9991715;8703;4;STRAY;AT;LARGE;OTHER;RM1702;5/20/2019;00:00;11:31:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461936;UNABLE;TO;SCAN;SWEEP;2;FY2017;NEXT_FY;;;;;;;;;;;;
A1068352;OFFSET_2;ROTTWEILER;LFD;103;IMPOUNDED;A19-174039;1;P9991723;9303;5;STRAY;AT;LARGE;OTHRINTAKS;MW1723;5/20/2019;00:00;14:06:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461983;SCAN;NO;CHIP;FIELD;2;FY2017;NEXT_FY;;;;;;;;;;;;;
A1068324;OFFSET_2;LABRADOR;RETR;LFD;114;IMPOUNDED;1;P0884593;11601;8;STRAY;AT;LARGE;OTHRINTAKS;BW;5/20/2019;00:00;11:59:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;ADOPTION;00:00:00;R19-548091;K19-461950;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;SCAN;NO;CHIP;OVER;THE;COUNTER;PRE-ADOPTION;2;FY2017;NEXT_FY;;;;;;
A1068363;OFFSET_2;PIT;BULL;LFD;108;IMPOUNDED;1;P0865819;4400;1;STRAY;AT;LARGE;OTHRINTAKS;IF;5/20/2019;00:00;15:11:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461999;SCAN;NO;CHIP;OVER;THE;COUNTER;2;FY2017;NEXT_FY;;;;;;;;;;;
A1068366;OFFSET_2;CHIHUAHUA;SH;IC;20;IMPOUNDED;A19-174038;1;P9991750;8400;5;STRAY;CONFINED;OTHER;CS1750;5/20/2019;00:00;15:27:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-462001;SCAN;NO;CHIP;FIELD;2;FY2017;NEXT_FY;;;;;;;;;;;;;
A1068304;OFFSET_2;PIT;BULL;LFD;91;EU;RISK;A19-173892;1;P9991723;17102;8;STRAY;AT;LARGE;OTHRINTAKS;MW1723;5/20/2019;00:00;09:48:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;EUTH;OTHER;00:00:00;K19-461916;SCAN;NO;CHIP;FIELD;2;FY2017;NEXT_FY;;;;;;;;;;;;
A1068549;OFFSET_2;BULL;TERR;MIN;ID20B;IMPOUNDED;A19-174267;1;P9991757;12208;9;STRAY;AT;LARGE;OTHRINTAKS;DT1757;5/21/2019;00:00;17:36:00;5/25/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462224;SCAN;NO;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1068515;OFFSET_2;GERM;SHEPHERD;ID24B;IMPOUNDED;A19-174220;1;P9991754;19900;1;STRAY;AT;LARGE;OTHER;AT1754;5/21/2019;00:00;15:41:00;5/27/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;HOLD;NOTIFY;OTHER;00:00:00;K19-462193;SCAN;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1068518;OFFSET_2;SHIH;TZU;LFSD;21;IMPOUNDED;A19-174220;1;P9991754;19900;1;STRAY;AT;LARGE;OTHER;AT1754;5/21/2019;00:00;15:41:00;5/25/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-462194;SCAN;NO;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;
A1068505;OFFSET_2;GERM;SHEPHERD;IC;22;IMPOUNDED;A19-174149;1;P9991195;STRAY;AT;LARGE;OTHRINTAKS;JO1995;5/21/2019;00:00;15:10:00;5/21/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462179;SCAN;NO;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;;;;;
A1068448;OFFSET_2;LABRADOR;RETR;LFD;98;IMPOUNDED;A19-174198;1;P9991717;8704;4;STRAY;AT;LARGE;OTHER;JD1717;5/21/2019;00:00;11:26:00;5/25/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-462107;SCAN;NO;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;
A1068504;OFFSET_2;LABRADOR;RETR;LFD;100;IMPOUNDED;A19-174248;1;P9991772;10500;6;STRAY;AT;LARGE;OTHER;RO1772;5/21/2019;00:00;15:08:00;5/25/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-462178;SCAN;NO;CHIP;SWEEP;1;FY2017;NEXT_FY;;;;;;;;;;;;
A1048615;OFFSET_2;CHIHUAHUA;SH;LFD;54;IMPOUNDED;A19-174208;1;P9991772;11601;8;STRAY;AT;LARGE;OTHRINTAKS;RO1772/BC;5/21/2019;00:00;12:29:00;5/25/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-462130;SCAN;CHIP;SWEEP;1;FY2017;NEXT_FY;;;;;;;;;;;;;
A1068439;OFFSET_2;LABRADOR;RETR;LFD;97;IMPOUNDED;A19-174185;1;P9991702;16520;3;STRAY;AT;LARGE;OTHER;RM1702;5/21/2019;00:00;10:42:00;5/27/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;HOLD;NOTIFY;OTHER;00:00:00;K19-462094;SCAN;CHIP;SWEEP;1;FY2017;NEXT_FY;;;;;;;;;;;;;
A1068532;OFFSET_2;BORDER;COLLIE;ID22B;IMPOUNDED;A19-174209;1;P0884719;11701;5;STRAY;CONFINED;OTHRINTAKS;MW1723;5/21/2019;00:00;16:11:00;5/25/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462204;SCAN;NO;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;;;;;
A1068419;OFFSET_2;AM;PIT;BULL;TER;ID23A;IMPOUNDED;A19-174151;1;P9991753;4500;1;STRAY;CONFINED;OTHRINTAKS;JS1753;5/21/2019;00:00;08:56:00;5/25/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462056;SCAN;NO;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1068550;OFFSET_2;GERM;SHEPHERD;LFSD;2;IMPOUNDED;1;P0884778;6900;1;STRAY;AT;LARGE;OTHRINTAKS;DL;5/21/2019;00:00;17:33:00;5/21/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462226;SCAN;NO;CHIP;OVER;THE;COUNTER;1;FY2017;NEXT_FY;;;;;;;;;;;;;
A1068543;OFFSET_2;BASSET;HOUND;ID03B;IMPOUNDED;A19-174261;1;P9991757;12000;7;STRAY;CONFINED;OTHRINTAKS;DT1757;5/21/2019;00:00;17:06:00;5/25/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462217;SCAN;NO;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;;;;;
A1068477;OFFSET_2;COLLIE;SMOOTH;ID20A;IMPOUNDED;A19-174179;1;P9991773;20200;8;STRAY;CONFINED;OTHRINTAKS;DB1773;5/21/2019;00:00;13:40:00;5/27/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;HOLD;NOTIFY;OTHER;00:00:00;K19-462145;SCAN;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;;;;
A1068446;OFFSET_2;LABRADOR;RETR;LFD;85;IMPOUNDED;A19-174198;1;P9991717;8704;4;STRAY;AT;LARGE;OTHER;JD1717;5/21/2019;00:00;11:26:00;5/25/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-462106;SCAN;NO;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;
A1068464;OFFSET_2;CHIHUAHUA;SH;FREEZER;UNAVAILABLE;1;P0577597;7810;10;STRAY;#NAME?;OTHRINTAKS;DL;5/21/2019;00:00;12:07:00;5/21/2019;00:00;UNHEALTHY;UNTREATABLE;NON-CONTAGIOUS;HOLD;NOTIFY;OTHER;00:00:00;K19-462126;SCAN;CHIP;OVER;THE;COUNTER;1;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1068531;OFFSET_2;CAIRN;TERRIER;LFD;167;IMPOUNDED;1;P0884762;11401;8;STRAY;AT;LARGE;OTHRINTAKS;BW;5/21/2019;00:00;16:10:00;5/25/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOPTION;ADOPTION;00:00:00;R19-548083;K19-462205;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;SCAN;NO;CHIP;OVER;THE;COUNTER;PRE;ADOPTION;1;FY2017;NEXT_FY;;;;;;
A1063673;OFFSET_2;GERM;SHEPHERD;ID14B;IMPOUNDED;A19-174238;1;P9991195;5500;4;STRAY;CONFINED;OTHRINTAKS;JO1995;5/21/2019;00:00;14:45:00;5/21/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;POSSIBLY;OWNED;OTHER;00:00:00;K19-462174;SCAN;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;;;;
A1068476;OFFSET_2;GERM;SHEPHERD;LFSD;13;IMPOUNDED;A19-174212;1;P0697452;10101;6;STRAY;CONFINED;OTHRINTAKS;SM1774;5/21/2019;00:00;13:40:00;5/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462141;SCAN;NO;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;;;;
A1068415;OFFSET_2;AM;PIT;BULL;TER;ID10B;IMPOUNDED;A19-174133;1;P9991772;5902;4;STRAY;AT;LARGE;OTHER;RO1772/BC;5/21/2019;00:00;07:38:00;5/25/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462050;SCAN;NO;CHIP;SWEEP;1;FY2017;NEXT_FY;;;;;;;;;;;;;
A1068533;OFFSET_2;CHIHUAHUA;SH;LFD;55;IMPOUNDED;A19-174209;1;P0884719;11701;5;STRAY;CONFINED;OTHRINTAKS;MW1723;5/21/2019;00:00;16:11:00;5/25/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462206;SCAN;NO;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;;;;
A1068479;OFFSET_2;COLLIE;SMOOTH;LFD;88;IMPOUNDED;A19-174179;1;P9991773;20200;8;STRAY;CONFINED;OTHRINTAKS;DB1773;5/21/2019;00:00;13:40:00;5/27/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;HOLD;NOTIFY;OTHER;00:00:00;K19-462147;SCAN;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1048856;OFFSET_2;GERM;SHEPHERD;LFD;86;IMPOUNDED;A19-174161;1;P9991702;10701;6;STRAY;AT;LARGE;OTHER;RM1702;5/21/2019;00:00;09:09:00;5/27/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;HOLD;NOTIFY;OTHER;00:00:00;K19-462060;SCAN;CHIP;SWEEP;1;FY2017;NEXT_FY;;;;;;;;;;;;;
A1068486;OFFSET_2;GERM;SHEPHERD;INJD;1;IMPOUNDED;A19-174227;1;P9991213;8704;3;STRAY;AT;LARGE;OTHER;RV1213;5/21/2019;00:00;14:01:00;5/21/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462153;SCAN;NO;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1068494;OFFSET_2;CHIHUAHUA;SH;ID21B;IMPOUNDED;A19-174239;1;P9991772;10000;2;STRAY;AT;LARGE;OTHER;RO1772/BC;5/21/2019;00:00;14:23:00;5/25/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462164;UNABLE;TO;SCAN;SWEEP;1;FY2017;NEXT_FY;;;;;;;;;;;;;;;
A1049274;OFFSET_2;PIT;BULL;LFD;47;IMPOUNDED;1;P0884738;5600;4;STRAY;AT;LARGE;OTHRINTAKS;DL;5/21/2019;00:00;14:08:00;5/27/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;POSSIBLY;OWNED;OTHER;00:00:00;K19-462158;SCAN;CHIP;OVER;THE;COUNTER;1;FY2017;NEXT_FY;;;;;;;;;;;;
A1068580;OFFSET_2;GOLDEN;RETR;ID24A;IMPOUNDED;A19-174314;1;P9991736;13200;11;STRAY;AT;LARGE;OTHER;TM1736;5/21/2019;00:00;23:18:00;5/25/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462254;SCAN;NO;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;;;;
A0971141;OFFSET_2;LABRADOR;RETR;ID18B;IMPOUNDED;A19-174200;1;P9991754;16520;3;STRAY;CONFINED;OTHER;AT1754;5/21/2019;00:00;15:01:00;5/27/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;HOLD;NOTIFY;OTHER;00:00:00;K19-462176;SCAN;CHIP;FIELD;1;FY2017;NEXT_FY;;;;;;;;;;;;;;;
A1068427;OFFSET_2;GERM;SHEPHERD;LFSD;7;IMPOUNDED;A19-174172;1;P9991772;8703;4;STRAY;AT;LARGE;OTHER;RO1772/BC;5/21/2019;00:00;09:47:00;5/25/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-462078;SCAN;NO;CHIP;SWEEP;1;FY2017;NEXT_FY;;;;;;;;;;;;
A1060971;OFFSET_2;PIT;BULL;LFD;99;IMPOUNDED;A19-174140;1;P9991702;10601;6;STRAY;AT;LARGE;OTHER;DB1715;5/21/2019;00:00;07:56:00;5/27/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;HOLD;NOTIFY;OTHER;00:00:00;K19-462051;SCAN;CHIP;SWEEP;1;FY2017;NEXT_FY;;;;;;;;;;;;;
A1068594;OFFSET_2;POINTER;IC;18;AVAILABLE;1;P0884818;9804;6;STRAY;AT;LARGE;OTHRINTAKS;TC;5/22/2019;00:00;07:03:00;5/22/2019;00:00;HEALTHY;ADOP;RESCU;OTHER;00:00:00;K19-462270;SCAN;NO;CHIP;OVER;THE;COUNTER;0;FY2017;NEXT_FY;;;;;;;;;;;;;;
A0928185;OFFSET_2;PIT;BULL;RECEIVING;IMPOUNDED;A19-174337;1;P9991704;9201;5;STRAY;AT;LARGE;OTHER;SC1704;5/22/2019;00:00;08:17:00;5/28/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;POSSIBLY;OWNED;OTHER;00:00:00;K19-462277;SCAN;CHIP;SWEEP;0;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1068610;OFFSET_2;CHIHUAHUA;SH;RECEIVING;IMPOUNDED;A19-174358;1;P9991704;9301;5;STRAY;AT;LARGE;OTHER;RM1702;5/22/2019;00:00;09:38:00;5/26/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462294;SCAN;NO;CHIP;SWEEP;0;FY2017;NEXT_FY;;;;;;;;;;;;;;;
A1068630;OFFSET_2;CHIHUAHUA;SH;LFSD;23;IMPOUNDED;1;P0884845;13620;11;STRAY;AT;LARGE;OTHRINTAKS;AH;5/22/2019;00:00;11:29:00;5/26/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462332;SCAN;NO;CHIP;OVER;THE;COUNTER;0;FY2017;NEXT_FY;;;;;;;;;;;;;
A1068607;OFFSET_2;CHIHUAHUA;SH;RECEIVING;IMPOUNDED;A19-174352;1;P9991704;8500;5;STRAY;AT;LARGE;OTHER;DB1715;5/22/2019;00:00;08:43:00;5/28/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;POSSIBLY;OWNED;OTHER;00:00:00;K19-462288;SCAN;CHIP;SWEEP;0;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1068618;OFFSET_2;PIT;BULL;RECEIVING;IMPOUNDED;A19-174376;1;P9991757;5901;4;STRAY;AT;LARGE;OTHRINTAKS;DT1757;5/22/2019;00:00;10:27:00;5/26/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462316;SCAN;NO;CHIP;FIELD;0;FY2017;NEXT_FY;;;;;;;;;;;;;;;
A1068625;OFFSET_2;LABRADOR;RETR;RECEIVING;IMPOUNDED;A19-174384;1;P9991704;8500;5;STRAY;AT;LARGE;OTHER;DB1715;5/22/2019;00:00;11:03:00;5/26/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462324;SCAN;NO;CHIP;SWEEP;0;FY2017;NEXT_FY;;;;;;;;;;;;;;;
